trainingEpisodes,reward,teaching,episodeLength,teachingStrategy
350,3507.0499999999997,0.0,0.0,10488.366666666667,correct100_importance50_false
360,3563.272222222222,0.0,0.0,10867.133333333333,correct100_importance50_false
370,3551.838888888889,0.0,0.0,10283.6,correct100_importance50_false
380,3572.5,0.0,0.0,10351.066666666668,correct100_importance50_false
390,3574.411111111112,0.0,0.0,9962.2,correct100_importance50_false
400,3548.7722222222224,0.0,0.0,10165.166666666666,correct100_importance50_false
410,3629.727777777777,0.0,0.0,9874.966666666667,correct100_importance50_false
420,3576.0000000000005,0.0,0.0,10601.5,correct100_importance50_false
430,3534.622222222223,0.0,0.0,10425.766666666666,correct100_importance50_false
440,3736.777777777778,0.0,0.0,10132.966666666667,correct100_importance50_false
450,3604.344444444445,0.0,0.0,10202.0,correct100_importance50_false
460,3620.9,0.0,0.0,10207.533333333333,correct100_importance50_false
470,3656.7333333333327,0.0,0.0,10300.033333333333,correct100_importance50_false
480,3731.116666666667,0.0,0.0,10310.1,correct100_importance50_false
490,3678.933333333333,0.0,0.0,10799.3,correct100_importance50_false
500,3672.883333333333,0.0,0.0,11051.166666666666,correct100_importance50_false
510,3812.638888888889,0.0,0.0,11339.266666666666,correct100_importance50_false
520,3697.65,0.0,0.0,10091.4,correct100_importance50_false
530,3684.655555555555,0.0,0.0,10880.3,correct100_importance50_false
540,3762.1944444444434,0.0,0.0,10291.133333333333,correct100_importance50_false
550,3740.4111111111115,0.0,0.0,10399.366666666667,correct100_importance50_false
560,3708.2833333333333,0.0,0.0,10128.033333333333,correct100_importance50_false
570,3677.8555555555554,0.0,0.0,10669.5,correct100_importance50_false
580,3735.4722222222213,0.0,0.0,10214.533333333333,correct100_importance50_false
590,3714.288888888889,0.0,0.0,10176.933333333332,correct100_importance50_false
600,3721.4388888888884,0.0,0.0,10695.733333333334,correct100_importance50_false
610,3811.588888888888,0.0,0.0,10440.0,correct100_importance50_false
620,3735.772222222222,0.0,0.0,9829.6,correct100_importance50_false
630,3728.0499999999997,0.0,0.0,10574.633333333333,correct100_importance50_false
640,3770.238888888888,0.0,0.0,10576.433333333332,correct100_importance50_false
650,3754.7500000000005,0.0,0.0,10466.1,correct100_importance50_false
660,3724.7166666666667,0.0,0.0,10368.5,correct100_importance50_false
670,3689.6444444444437,0.0,0.0,10450.766666666666,correct100_importance50_false
680,3763.355555555556,0.0,0.0,10807.333333333334,correct100_importance50_false
690,3831.4555555555553,0.0,0.0,10083.166666666666,correct100_importance50_false
700,3767.8722222222214,0.0,0.0,10177.4,correct100_importance50_false
710,3807.5333333333338,0.0,0.0,10141.666666666666,correct100_importance50_false
720,3804.6333333333328,0.0,0.0,10180.166666666666,correct100_importance50_false
730,3796.505555555554,0.0,0.0,10445.633333333333,correct100_importance50_false
740,3749.988888888889,0.0,0.0,10584.566666666668,correct100_importance50_false
750,3815.472222222221,0.0,0.0,10098.133333333333,correct100_importance50_false
760,3785.3500000000004,0.0,0.0,10248.4,correct100_importance50_false
770,3776.583333333334,0.0,0.0,10309.9,correct100_importance50_false
780,3712.0,0.0,0.0,10636.266666666666,correct100_importance50_false
790,3780.544444444444,0.0,0.0,10872.166666666666,correct100_importance50_false
800,3754.0888888888894,0.0,0.0,10598.733333333334,correct100_importance50_false
810,3768.655555555556,0.0,0.0,10232.2,correct100_importance50_false
820,3821.249999999999,0.0,0.0,10433.933333333332,correct100_importance50_false
830,3816.505555555555,0.0,0.0,10430.566666666668,correct100_importance50_false
840,3810.6166666666663,0.0,0.0,10266.933333333332,correct100_importance50_false
850,3734.9722222222217,0.0,0.0,10647.933333333332,correct100_importance50_false
860,3709.177777777778,0.0,0.0,10563.533333333333,correct100_importance50_false
870,3819.638888888888,0.0,0.0,10322.9,correct100_importance50_false
880,3757.5388888888892,0.0,0.0,10137.266666666666,correct100_importance50_false
890,3764.6055555555554,0.0,0.0,10392.166666666666,correct100_importance50_false
900,3773.811111111111,0.0,0.0,10246.166666666666,correct100_importance50_false
910,3772.0388888888892,0.0,0.0,10372.733333333334,correct100_importance50_false
920,3834.6166666666672,0.0,0.0,10100.8,correct100_importance50_false
930,3809.116666666667,0.0,0.0,10055.466666666667,correct100_importance50_false
940,3788.5166666666682,0.0,0.0,10117.0,correct100_importance50_false
950,3767.3000000000006,0.0,0.0,10325.333333333334,correct100_importance50_false
960,3740.316666666667,0.0,0.0,10413.5,correct100_importance50_false
970,3803.4166666666665,0.0,0.0,10286.566666666668,correct100_importance50_false
980,3846.5222222222233,0.0,0.0,9833.433333333332,correct100_importance50_false
990,3742.5555555555557,0.0,0.0,10333.5,correct100_importance50_false
1000,3777.8055555555543,0.0,0.0,10124.533333333333,correct100_importance50_false
0,2610.3722222222227,0.0,0.0,0.0,correct100_importance50_true
10,2401.883333333333,556.7333333333333,8284.633333333333,13330.533333333333,correct100_importance50_true
20,2484.166666666666,388.1333333333333,7330.6,12221.166666666666,correct100_importance50_true
30,2622.861111111111,55.13333333333333,1162.4333333333334,9057.366666666667,correct100_importance50_true
40,2654.333333333334,0.0,0.0,9580.133333333333,correct100_importance50_true
50,2769.5944444444453,0.0,0.0,9468.2,correct100_importance50_true
60,2792.0277777777787,0.0,0.0,9915.566666666668,correct100_importance50_true
70,2904.05,0.0,0.0,9474.9,correct100_importance50_true
80,3020.6666666666665,0.0,0.0,9572.1,correct100_importance50_true
90,2921.6999999999994,0.0,0.0,10011.3,correct100_importance50_true
100,3000.0055555555564,0.0,0.0,10107.666666666666,correct100_importance50_true
110,3131.9,0.0,0.0,10647.266666666666,correct100_importance50_true
120,3125.6,0.0,0.0,9860.733333333334,correct100_importance50_true
130,3157.227777777778,0.0,0.0,10108.5,correct100_importance50_true
140,3215.1777777777784,0.0,0.0,10063.4,correct100_importance50_true
150,3205.9555555555553,0.0,0.0,10320.3,correct100_importance50_true
160,3337.0111111111114,0.0,0.0,10432.1,correct100_importance50_true
170,3270.577777777778,0.0,0.0,10096.7,correct100_importance50_true
180,3318.3055555555543,0.0,0.0,11147.5,correct100_importance50_true
190,3388.2388888888886,0.0,0.0,10096.0,correct100_importance50_true
200,3485.0722222222216,0.0,0.0,10902.933333333332,correct100_importance50_true
210,3398.9444444444443,0.0,0.0,10323.266666666666,correct100_importance50_true
220,3404.661111111111,0.0,0.0,9849.2,correct100_importance50_true
230,3569.216666666667,0.0,0.0,10452.2,correct100_importance50_true
240,3504.8666666666663,0.0,0.0,9573.133333333333,correct100_importance50_true
250,3401.099999999999,0.0,0.0,10580.966666666667,correct100_importance50_true
260,3458.055555555556,0.0,0.0,10110.366666666667,correct100_importance50_true
270,3510.727777777777,0.0,0.0,10009.166666666666,correct100_importance50_true
280,3467.8555555555563,0.0,0.0,11012.566666666668,correct100_importance50_true
290,3379.777777777778,0.0,0.0,10714.0,correct100_importance50_true
300,3566.227777777778,0.0,0.0,10911.333333333334,correct100_importance50_true
310,3446.361111111111,0.0,0.0,10761.533333333333,correct100_importance50_true
320,3615.7777777777765,0.0,0.0,10351.5,correct100_importance50_true
330,3525.016666666667,0.0,0.0,10541.0,correct100_importance50_true
340,3627.8611111111113,0.0,0.0,9582.966666666667,correct100_importance50_true
350,3466.672222222222,0.0,0.0,10391.033333333333,correct100_importance50_true
360,3523.733333333333,0.0,0.0,10860.3,correct100_importance50_true
370,3613.144444444444,0.0,0.0,10597.1,correct100_importance50_true
380,3661.1166666666672,0.0,0.0,10226.566666666668,correct100_importance50_true
390,3630.11111111111,0.0,0.0,10665.6,correct100_importance50_true
400,3582.911111111111,0.0,0.0,10689.533333333333,correct100_importance50_true
410,3653.8666666666663,0.0,0.0,10891.733333333334,correct100_importance50_true
420,3618.911111111111,0.0,0.0,10559.733333333334,correct100_importance50_true
430,3795.522222222222,0.0,0.0,10797.766666666666,correct100_importance50_true
440,3683.3277777777776,0.0,0.0,10467.2,correct100_importance50_true
450,3641.494444444443,0.0,0.0,10387.733333333334,correct100_importance50_true
460,3674.5222222222214,0.0,0.0,9877.2,correct100_importance50_true
470,3675.0722222222225,0.0,0.0,10045.333333333334,correct100_importance50_true
480,3642.866666666667,0.0,0.0,10562.066666666668,correct100_importance50_true
490,3676.299999999999,0.0,0.0,9723.4,correct100_importance50_true
500,3715.9944444444436,0.0,0.0,10285.066666666668,correct100_importance50_true
510,3766.122222222222,0.0,0.0,10910.833333333334,correct100_importance50_true
520,3715.8833333333337,0.0,0.0,10281.133333333333,correct100_importance50_true
530,3681.544444444444,0.0,0.0,10481.8,correct100_importance50_true
540,3753.2944444444433,0.0,0.0,10264.3,correct100_importance50_true
550,3743.05,0.0,0.0,10278.966666666667,correct100_importance50_true
560,3729.516666666667,0.0,0.0,10155.866666666667,correct100_importance50_true
570,3680.672222222222,0.0,0.0,10430.966666666667,correct100_importance50_true
580,3751.211111111111,0.0,0.0,10871.5,correct100_importance50_true
590,3782.48888888889,0.0,0.0,10299.0,correct100_importance50_true
600,3681.2444444444454,0.0,0.0,10744.066666666668,correct100_importance50_true
610,3798.1833333333334,0.0,0.0,10871.066666666668,correct100_importance50_true
620,3779.2222222222217,0.0,0.0,10525.333333333334,correct100_importance50_true
630,3750.561111111111,0.0,0.0,10094.066666666668,correct100_importance50_true
640,3806.3611111111118,0.0,0.0,10315.333333333334,correct100_importance50_true
650,3703.1944444444443,0.0,0.0,10477.266666666666,correct100_importance50_true
660,3795.155555555554,0.0,0.0,10296.7,correct100_importance50_true
670,3749.355555555556,0.0,0.0,10584.066666666668,correct100_importance50_true
680,3713.7222222222235,0.0,0.0,10490.7,correct100_importance50_true
690,3747.994444444445,0.0,0.0,9788.366666666667,correct100_importance50_true
700,3815.4111111111097,0.0,0.0,11064.5,correct100_importance50_true
710,3754.633333333334,0.0,0.0,10189.566666666668,correct100_importance50_true
720,3774.3499999999995,0.0,0.0,10399.266666666666,correct100_importance50_true
730,3798.4722222222217,0.0,0.0,10584.733333333334,correct100_importance50_true
740,3800.5055555555564,0.0,0.0,10240.7,correct100_importance50_true
750,3750.3,0.0,0.0,9984.6,correct100_importance50_true
760,3784.605555555556,0.0,0.0,10672.866666666667,correct100_importance50_true
770,3730.905555555556,0.0,0.0,10517.433333333332,correct100_importance50_true
780,3753.0722222222216,0.0,0.0,10242.5,correct100_importance50_true
790,3776.2833333333333,0.0,0.0,10208.3,correct100_importance50_true
800,3772.4777777777776,0.0,0.0,10523.7,correct100_importance50_true
810,3759.1888888888893,0.0,0.0,10280.633333333333,correct100_importance50_true
820,3729.6999999999994,0.0,0.0,9780.666666666666,correct100_importance50_true
830,3784.2944444444447,0.0,0.0,9792.633333333333,correct100_importance50_true
840,3793.7888888888892,0.0,0.0,9808.733333333334,correct100_importance50_true
850,3820.4222222222224,0.0,0.0,10288.666666666666,correct100_importance50_true
860,3794.8611111111113,0.0,0.0,10331.5,correct100_importance50_true
870,3811.51111111111,0.0,0.0,10286.766666666666,correct100_importance50_true
880,3807.261111111112,0.0,0.0,10603.3,correct100_importance50_true
890,3792.7222222222213,0.0,0.0,10500.533333333333,correct100_importance50_true
900,3789.4666666666667,0.0,0.0,10104.766666666666,correct100_importance50_true
910,3827.4666666666667,0.0,0.0,10010.533333333333,correct100_importance50_true
920,3805.3777777777777,0.0,0.0,9894.5,correct100_importance50_true
930,3873.461111111111,0.0,0.0,10572.433333333332,correct100_importance50_true
940,3757.8944444444437,0.0,0.0,10318.733333333334,correct100_importance50_true
950,3780.5999999999995,0.0,0.0,10061.5,correct100_importance50_true
960,3780.688888888889,0.0,0.0,10515.3,correct100_importance50_true
970,3774.449999999999,0.0,0.0,10484.533333333333,correct100_importance50_true
980,3733.483333333334,0.0,0.0,10276.0,correct100_importance50_true
990,3808.3000000000006,0.0,0.0,10376.933333333332,correct100_importance50_true
1000,3765.0777777777776,0.0,0.0,9732.6,correct100_importance50_true
0,2630.8166666666666,0.0,0.0,0.0,correct200_always_false
10,2397.055555555555,150.63333333333333,12029.733333333334,12029.733333333334,correct200_always_false
20,2510.005555555555,117.13333333333334,10922.366666666667,10922.366666666667,correct200_always_false
30,2505.0611111111116,110.3,11780.566666666668,11780.566666666668,correct200_always_false
40,2618.4,86.46666666666667,10914.866666666667,10914.866666666667,correct200_always_false
50,2683.733333333333,79.53333333333333,10826.766666666666,10826.766666666666,correct200_always_false
60,2702.1611111111115,67.5,11239.733333333334,11239.733333333334,correct200_always_false
70,2935.6444444444446,65.5,11409.933333333332,11409.933333333332,correct200_always_false
80,2982.5999999999995,49.93333333333333,11749.433333333332,11749.433333333332,correct200_always_false
90,2989.1833333333343,41.766666666666666,11372.2,11372.2,correct200_always_false
100,3131.9666666666667,37.333333333333336,10825.533333333333,10825.533333333333,correct200_always_false
110,3214.4055555555565,34.166666666666664,11081.266666666666,11081.266666666666,correct200_always_false
120,3251.9055555555556,37.233333333333334,11639.333333333334,11897.566666666668,correct200_always_false
130,3333.0111111111105,32.6,10492.033333333333,11450.133333333333,correct200_always_false
140,3347.1944444444443,25.933333333333334,8510.133333333333,11037.466666666667,correct200_always_false
150,3409.249999999999,20.2,6882.633333333333,11643.6,correct200_always_false
160,3443.166666666666,15.4,5537.6,11394.4,correct200_always_false
170,3522.6833333333334,10.9,3955.633333333333,10840.866666666667,correct200_always_false
180,3410.411111111111,9.7,3154.0333333333333,11239.766666666666,correct200_always_false
190,3365.1,4.933333333333334,1510.6666666666667,10705.233333333334,correct200_always_false
200,3524.3444444444453,1.9,544.9333333333333,10865.8,correct200_always_false
210,3502.8055555555557,0.9333333333333333,278.03333333333336,10625.933333333332,correct200_always_false
220,3461.8555555555554,0.0,0.0,10273.766666666666,correct200_always_false
230,3539.172222222223,0.0,0.0,10430.633333333333,correct200_always_false
240,3480.9388888888893,0.0,0.0,10884.1,correct200_always_false
250,3497.261111111112,0.0,0.0,11148.0,correct200_always_false
260,3541.5500000000006,0.0,0.0,9933.266666666666,correct200_always_false
270,3629.6222222222227,0.0,0.0,10800.533333333333,correct200_always_false
280,3598.8499999999995,0.0,0.0,11337.533333333333,correct200_always_false
290,3639.2777777777787,0.0,0.0,10700.8,correct200_always_false
300,3670.4111111111106,0.0,0.0,10667.8,correct200_always_false
310,3648.2555555555564,0.0,0.0,10570.933333333332,correct200_always_false
320,3597.7055555555557,0.0,0.0,10634.766666666666,correct200_always_false
330,3566.6666666666656,0.0,0.0,11163.7,correct200_always_false
340,3733.555555555556,0.0,0.0,10763.366666666667,correct200_always_false
350,3671.655555555555,0.0,0.0,10492.833333333334,correct200_always_false
360,3616.2999999999997,0.0,0.0,10761.366666666667,correct200_always_false
370,3627.177777777778,0.0,0.0,10317.7,correct200_always_false
380,3688.8777777777773,0.0,0.0,10647.766666666666,correct200_always_false
390,3830.0333333333338,0.0,0.0,10529.666666666666,correct200_always_false
400,3699.5277777777765,0.0,0.0,10568.1,correct200_always_false
410,3670.2944444444443,0.0,0.0,10352.966666666667,correct200_always_false
420,3725.994444444445,0.0,0.0,10858.966666666667,correct200_always_false
430,3761.755555555556,0.0,0.0,10104.333333333334,correct200_always_false
440,3761.4888888888877,0.0,0.0,10894.833333333334,correct200_always_false
450,3698.850000000001,0.0,0.0,10327.566666666668,correct200_always_false
460,3778.3500000000004,0.0,0.0,10374.166666666666,correct200_always_false
470,3760.038888888889,0.0,0.0,10613.333333333334,correct200_always_false
480,3652.0555555555557,0.0,0.0,10361.833333333334,correct200_always_false
490,3746.2944444444443,0.0,0.0,10315.966666666667,correct200_always_false
500,3700.433333333334,0.0,0.0,10252.5,correct200_always_false
510,3775.494444444444,0.0,0.0,10586.666666666666,correct200_always_false
520,3756.3833333333337,0.0,0.0,10531.6,correct200_always_false
530,3777.7888888888892,0.0,0.0,10835.066666666668,correct200_always_false
540,3765.705555555556,0.0,0.0,10891.333333333334,correct200_always_false
550,3773.4499999999994,0.0,0.0,10616.9,correct200_always_false
560,3766.561111111111,0.0,0.0,10470.366666666667,correct200_always_false
570,3765.155555555556,0.0,0.0,10617.633333333333,correct200_always_false
580,3756.055555555555,0.0,0.0,10184.4,correct200_always_false
590,3783.0166666666655,0.0,0.0,10230.7,correct200_always_false
600,3760.3388888888885,0.0,0.0,10831.6,correct200_always_false
610,3751.111111111111,0.0,0.0,10235.6,correct200_always_false
620,3704.8499999999995,0.0,0.0,10344.3,correct200_always_false
630,3758.8111111111116,0.0,0.0,10304.7,correct200_always_false
640,3698.0388888888897,0.0,0.0,10228.9,correct200_always_false
650,3789.127777777778,0.0,0.0,10002.166666666666,correct200_always_false
660,3810.433333333334,0.0,0.0,10567.533333333333,correct200_always_false
670,3766.694444444445,0.0,0.0,10188.566666666668,correct200_always_false
680,3717.0388888888897,0.0,0.0,10969.6,correct200_always_false
690,3757.088888888889,0.0,0.0,10213.466666666667,correct200_always_false
700,3749.6166666666672,0.0,0.0,10221.9,correct200_always_false
710,3750.2388888888886,0.0,0.0,10492.233333333334,correct200_always_false
720,3798.822222222222,0.0,0.0,10489.833333333334,correct200_always_false
730,3685.161111111111,0.0,0.0,10637.833333333334,correct200_always_false
740,3760.016666666666,0.0,0.0,10446.1,correct200_always_false
750,3756.1555555555556,0.0,0.0,10106.3,correct200_always_false
760,3718.3333333333335,0.0,0.0,10564.466666666667,correct200_always_false
770,3743.083333333333,0.0,0.0,9912.766666666666,correct200_always_false
780,3781.4666666666676,0.0,0.0,10648.533333333333,correct200_always_false
790,3809.761111111111,0.0,0.0,10064.0,correct200_always_false
800,3756.955555555556,0.0,0.0,10772.366666666667,correct200_always_false
810,3711.9222222222234,0.0,0.0,10434.133333333333,correct200_always_false
820,3784.8944444444437,0.0,0.0,10928.766666666666,correct200_always_false
830,3767.983333333334,0.0,0.0,10061.0,correct200_always_false
840,3738.2,0.0,0.0,10720.266666666666,correct200_always_false
850,3749.155555555555,0.0,0.0,10249.2,correct200_always_false
860,3683.677777777777,0.0,0.0,10411.0,correct200_always_false
870,3777.0166666666673,0.0,0.0,10190.133333333333,correct200_always_false
880,3817.388888888889,0.0,0.0,10800.3,correct200_always_false
890,3714.6222222222223,0.0,0.0,9965.9,correct200_always_false
900,3786.055555555556,0.0,0.0,10898.8,correct200_always_false
910,3764.1388888888896,0.0,0.0,10182.133333333333,correct200_always_false
920,3758.9444444444443,0.0,0.0,10634.433333333332,correct200_always_false
930,3741.9555555555553,0.0,0.0,10424.066666666668,correct200_always_false
940,3788.683333333333,0.0,0.0,10093.3,correct200_always_false
950,3725.7388888888886,0.0,0.0,9998.133333333333,correct200_always_false
960,3776.388888888889,0.0,0.0,10477.633333333333,correct200_always_false
970,3764.4611111111103,0.0,0.0,10035.0,correct200_always_false
980,3833.8222222222225,0.0,0.0,10192.566666666668,correct200_always_false
990,3819.1944444444443,0.0,0.0,10473.0,correct200_always_false
1000,3783.5833333333335,0.0,0.0,10514.733333333334,correct200_always_false
0,2615.777777777778,0.0,0.0,0.0,correct200_avgCertainty_false
10,2524.638888888889,49.766666666666666,4811.266666666666,9860.733333333334,correct200_avgCertainty_false
20,2510.8,40.5,4660.633333333333,9635.966666666667,correct200_avgCertainty_false
30,2573.655555555555,41.733333333333334,4982.566666666667,10102.3,correct200_avgCertainty_false
40,2523.8055555555557,31.8,4701.566666666667,9564.533333333333,correct200_avgCertainty_false
50,2586.588888888889,33.4,4725.133333333333,9610.133333333333,correct200_avgCertainty_false
60,2660.8333333333335,26.966666666666665,4894.266666666666,9881.666666666666,correct200_avgCertainty_false
70,2627.316666666666,25.266666666666666,5173.766666666666,10435.566666666668,correct200_avgCertainty_false
80,2649.2722222222214,24.6,4934.0,9877.933333333332,correct200_avgCertainty_false
90,2693.2888888888897,15.366666666666667,4927.966666666666,9936.5,correct200_avgCertainty_false
100,2800.3555555555563,12.9,4746.833333333333,9433.6,correct200_avgCertainty_false
110,2918.188888888889,10.3,4786.766666666666,9501.333333333334,correct200_avgCertainty_false
120,3012.716666666667,8.566666666666666,5136.633333333333,10169.1,correct200_avgCertainty_false
130,3001.666666666667,10.733333333333333,5226.4,10348.933333333332,correct200_avgCertainty_false
140,3074.5055555555546,6.133333333333334,5191.4,10249.8,correct200_avgCertainty_false
150,3174.383333333333,6.233333333333333,5159.6,10152.3,correct200_avgCertainty_false
160,3183.3555555555563,4.2,5283.166666666667,10349.2,correct200_avgCertainty_false
170,3268.316666666666,5.666666666666667,5545.366666666667,10869.933333333332,correct200_avgCertainty_false
180,3254.1055555555554,5.266666666666667,5347.633333333333,10459.566666666668,correct200_avgCertainty_false
190,3246.066666666666,3.6666666666666665,5420.766666666666,10691.9,correct200_avgCertainty_false
200,3303.983333333333,3.7,5578.533333333334,10897.533333333333,correct200_avgCertainty_false
210,3451.633333333333,3.3333333333333335,5036.066666666667,9880.8,correct200_avgCertainty_false
220,3393.8888888888882,3.466666666666667,5354.166666666667,10421.833333333334,correct200_avgCertainty_false
230,3444.111111111111,2.566666666666667,5471.833333333333,10692.833333333334,correct200_avgCertainty_false
240,3507.677777777777,1.4333333333333333,5572.8,10873.2,correct200_avgCertainty_false
250,3438.677777777778,1.9,5632.0,10910.933333333332,correct200_avgCertainty_false
260,3418.377777777778,1.9,5342.966666666666,10509.0,correct200_avgCertainty_false
270,3476.6444444444446,1.2,5268.333333333333,10296.3,correct200_avgCertainty_false
280,3473.655555555555,1.9333333333333333,5471.133333333333,10625.933333333332,correct200_avgCertainty_false
290,3446.8444444444453,1.6333333333333333,5357.733333333334,10417.033333333333,correct200_avgCertainty_false
300,3438.1611111111115,0.9,5214.6,10114.533333333333,correct200_avgCertainty_false
310,3404.1611111111115,2.1666666666666665,5223.833333333333,10187.233333333334,correct200_avgCertainty_false
320,3385.783333333333,1.3,5255.966666666666,10308.8,correct200_avgCertainty_false
330,3578.305555555556,1.2666666666666666,5230.9,10206.866666666667,correct200_avgCertainty_false
340,3578.7166666666667,1.3666666666666667,5452.2,10632.033333333333,correct200_avgCertainty_false
350,3513.8,1.6,5567.366666666667,10839.2,correct200_avgCertainty_false
360,3597.7166666666667,1.4333333333333333,5567.633333333333,10834.8,correct200_avgCertainty_false
370,3545.466666666667,1.1666666666666667,5372.866666666667,10467.933333333332,correct200_avgCertainty_false
380,3576.222222222222,1.0333333333333334,5336.566666666667,10380.266666666666,correct200_avgCertainty_false
390,3621.999999999999,1.8,5312.666666666667,10352.666666666666,correct200_avgCertainty_false
400,3615.5222222222224,0.8333333333333334,5419.2,10510.6,correct200_avgCertainty_false
410,3616.905555555555,1.0666666666666667,5323.066666666667,10325.7,correct200_avgCertainty_false
420,3526.827777777778,1.0666666666666667,5432.833333333333,10474.633333333333,correct200_avgCertainty_false
430,3598.5999999999995,0.9333333333333333,5301.566666666667,10218.333333333334,correct200_avgCertainty_false
440,3637.9277777777775,1.1666666666666667,5505.7,10677.666666666666,correct200_avgCertainty_false
450,3631.3999999999996,1.1333333333333333,5325.366666666667,10311.8,correct200_avgCertainty_false
460,3661.6666666666656,0.7666666666666667,5523.666666666667,10750.9,correct200_avgCertainty_false
470,3707.8555555555567,1.7,5499.633333333333,10745.566666666668,correct200_avgCertainty_false
480,3683.666666666666,1.7666666666666666,5550.1,10773.933333333332,correct200_avgCertainty_false
490,3672.8944444444437,0.9666666666666667,5377.533333333334,10390.166666666666,correct200_avgCertainty_false
500,3741.894444444444,1.0333333333333334,5293.066666666667,10281.566666666668,correct200_avgCertainty_false
510,3759.9777777777767,1.0333333333333334,5689.533333333334,10996.2,correct200_avgCertainty_false
520,3749.222222222222,1.1666666666666667,5495.233333333334,10655.033333333333,correct200_avgCertainty_false
530,3731.3833333333323,1.1,5880.333333333333,11396.533333333333,correct200_avgCertainty_false
540,3732.261111111111,0.9,5594.7,10935.366666666667,correct200_avgCertainty_false
550,3751.5444444444443,1.3,5525.733333333334,10851.2,correct200_avgCertainty_false
560,3780.116666666667,1.2666666666666666,5501.533333333334,10715.233333333334,correct200_avgCertainty_false
570,3741.566666666666,1.1666666666666667,5231.033333333334,10160.9,correct200_avgCertainty_false
580,3759.5055555555564,1.2,5261.6,10254.066666666668,correct200_avgCertainty_false
590,3716.905555555556,1.1666666666666667,5399.166666666667,10538.9,correct200_avgCertainty_false
600,3695.944444444445,1.4,5339.533333333334,10418.566666666668,correct200_avgCertainty_false
610,3781.761111111111,1.3,5741.6,11177.133333333333,correct200_avgCertainty_false
620,3749.561111111112,0.8,5150.766666666666,10021.033333333333,correct200_avgCertainty_false
630,3777.033333333333,1.9,5517.5,10778.366666666667,correct200_avgCertainty_false
640,3750.116666666667,1.1,5378.7,10491.8,correct200_avgCertainty_false
650,3696.55,1.1333333333333333,5323.433333333333,10353.7,correct200_avgCertainty_false
660,3755.7444444444454,1.2,5189.6,10153.7,correct200_avgCertainty_false
670,3755.2222222222217,1.4,5645.866666666667,11042.533333333333,correct200_avgCertainty_false
680,3774.738888888888,1.2,5034.3,9879.533333333333,correct200_avgCertainty_false
690,3747.25,1.4,5480.1,10649.866666666667,correct200_avgCertainty_false
700,3785.711111111111,1.3,5434.166666666667,10605.5,correct200_avgCertainty_false
710,3765.627777777778,1.1666666666666667,5491.966666666666,10725.9,correct200_avgCertainty_false
720,3836.983333333334,1.1333333333333333,5074.766666666666,9917.5,correct200_avgCertainty_false
730,3799.1333333333337,1.8,5253.2,10263.333333333334,correct200_avgCertainty_false
740,3698.733333333334,1.3666666666666667,5428.566666666667,10609.333333333334,correct200_avgCertainty_false
750,3781.4666666666667,1.2333333333333334,5325.666666666667,10353.5,correct200_avgCertainty_false
760,3734.772222222222,1.0333333333333334,5262.266666666666,10235.133333333333,correct200_avgCertainty_false
770,3743.866666666667,1.2,5176.866666666667,10102.433333333332,correct200_avgCertainty_false
780,3734.3277777777766,1.6,5192.933333333333,10165.1,correct200_avgCertainty_false
790,3812.605555555556,0.9333333333333333,5312.733333333334,10405.566666666668,correct200_avgCertainty_false
800,3794.5944444444444,1.3666666666666667,5355.533333333334,10489.966666666667,correct200_avgCertainty_false
810,3788.944444444444,1.2333333333333334,5159.866666666667,10053.766666666666,correct200_avgCertainty_false
820,3776.155555555555,1.2333333333333334,5442.966666666666,10635.633333333333,correct200_avgCertainty_false
830,3776.9888888888895,1.1333333333333333,5166.233333333334,10078.933333333332,correct200_avgCertainty_false
840,3799.955555555556,1.2666666666666666,5018.833333333333,9809.533333333333,correct200_avgCertainty_false
850,3819.0777777777785,1.0666666666666667,5400.0,10576.166666666666,correct200_avgCertainty_false
860,3811.2888888888892,1.3333333333333333,5313.1,10379.2,correct200_avgCertainty_false
870,3784.2888888888897,1.3333333333333333,5205.333333333333,10154.0,correct200_avgCertainty_false
880,3700.577777777779,1.0,5331.3,10439.3,correct200_avgCertainty_false
890,3775.7277777777767,1.3,5173.9,10137.833333333334,correct200_avgCertainty_false
900,3745.1777777777775,1.4333333333333333,5493.7,10771.3,correct200_avgCertainty_false
910,3845.777777777777,1.3333333333333333,5439.866666666667,10620.766666666666,correct200_avgCertainty_false
920,3790.433333333333,0.9333333333333333,5355.8,10462.133333333333,correct200_avgCertainty_false
930,3790.8666666666663,1.7333333333333334,5356.866666666667,10430.8,correct200_avgCertainty_false
940,3734.3055555555557,1.5333333333333334,5468.2,10656.833333333334,correct200_avgCertainty_false
950,3753.7166666666662,1.5,5308.333333333333,10417.2,correct200_avgCertainty_false
960,3781.922222222222,1.2333333333333334,5345.8,10455.866666666667,correct200_avgCertainty_false
970,3805.122222222222,1.0666666666666667,5191.133333333333,10232.566666666668,correct200_avgCertainty_false
980,3820.8277777777776,1.3666666666666667,5231.766666666666,10171.133333333333,correct200_avgCertainty_false
990,3809.933333333334,1.1333333333333333,5416.533333333334,10615.733333333334,correct200_avgCertainty_false
1000,3814.361111111111,1.2,5160.3,10050.166666666666,correct200_avgCertainty_false
0,2660.005555555556,0.0,0.0,0.0,correct200_avgCertainty_true
10,2440.1833333333334,59.333333333333336,4987.8,10292.666666666666,correct200_avgCertainty_true
